"horse_total_curRace=>history:26, today:16",2019-02-28 13:56:46
"horse_star_2_allRace=>history:4, today:2",2019-02-28 13:56:46
"horse_star_3_allRace=>history:3, today:1",2019-02-28 13:56:46
"horse_total_allRace=>history:27, today:16",2019-02-28 13:56:46
"going=>history:GOODTOFIRM, today:GOOD TO FIRM",2019-02-28 13:56:46
"pre_race_speed=>history:16.4099, today:16.1565",2019-02-28 13:56:46
"race_speed=>history:16.3424, today:16.2641",2019-02-28 13:56:46
"dis_avesr_horse=>history:16.3996, today:16.3315",2019-02-28 13:56:46
"go_aversr=>history:16.7576, today:16.6818",2019-02-28 13:56:46
"go_aversr_horse=>history:16.7491, today:16.5373",2019-02-28 13:56:46
"rest=>history:35, today:105",2019-02-28 13:56:46
"act_delta=>history:18, today:11",2019-02-28 13:56:46
"dct_delta=>history:-14, today:5",2019-02-28 13:56:46
"hj_raceCount=>history:3, today:2",2019-02-28 13:56:46
"ht_raceCount=>history:26, today:16",2019-02-28 13:56:46
"ht_raceCount_before3=>history:7, today:5",2019-02-28 13:56:46
"jt_raceCount=>history:301, today:203",2019-02-28 13:56:46
"jt_raceCount_before3=>history:80, today:54",2019-02-28 13:56:46
"score=>history:1222, today:1318",2019-02-28 13:56:46
"horse_total_curRace=>history:17, today:10",2019-02-28 13:56:46
"horse_total_allRace=>history:18, today:10",2019-02-28 13:56:46
"going=>history:GOODTOFIRM, today:GOOD TO FIRM",2019-02-28 13:56:46
"pre_race_speed=>history:15.8391, today:16.7184",2019-02-28 13:56:46
"race_speed=>history:16.3747, today:16.7723",2019-02-28 13:56:46
"go_aversr=>history:16.7576, today:16.6818",2019-02-28 13:56:46
"go_aversr_horse=>history:16.9038, today:16.5494",2019-02-28 13:56:46
"new_dis=>history:0, today:1",2019-02-28 13:56:46
"rest=>history:31, today:57",2019-02-28 13:56:46
"act_delta=>history:-4, today:17",2019-02-28 13:56:46
"dct_delta=>history:14, today:-4",2019-02-28 13:56:46
"hj_raceCount=>history:6, today:3",2019-02-28 13:56:46
"ht_raceCount=>history:17, today:10",2019-02-28 13:56:46
"jt_raceCount=>history:72, today:52",2019-02-28 13:56:46
